epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.21403385698795319,2.0066022872924805,1e-04,0.2469308078289032,1.8403390645980835
1,0.2688078284263611,1.7931678295135498,1e-04,0.3422153890132904,1.6755304336547852
2,0.3199511170387268,1.6999571323394775,1e-04,0.3914620578289032,1.5699130296707153
3,0.3554896116256714,1.6296149492263794,1e-04,0.4125278890132904,1.5083162784576416
4,0.3919357657432556,1.5522456169128418,1e-04,0.4338727593421936,1.4468516111373901
5,0.42656660079956055,1.4769587516784668,1e-04,0.4827008843421936,1.3608542680740356
6,0.45362192392349243,1.42064368724823,1e-04,0.4990234375,1.3103911876678467
7,0.47694188356399536,1.3590136766433716,1e-04,0.5185546875,1.258828043937683
8,0.49523475766181946,1.3154572248458862,1e-04,0.5426897406578064,1.1977030038833618
9,0.5130738615989685,1.2775371074676514,1e-04,0.5461774468421936,1.2073460817337036
10,0.5258509516716003,1.243912696838379,1e-04,0.5534319281578064,1.1713570356369019
11,0.5369523763656616,1.2188340425491333,1e-04,0.5673828125,1.1340079307556152
12,0.5488218069076538,1.190073847770691,1e-04,0.5735211968421936,1.1363441944122314
13,0.5624716281890869,1.1643834114074707,1e-04,0.5926339030265808,1.1058528423309326
14,0.5698376893997192,1.1374390125274658,1e-04,0.5973772406578064,1.0949431657791138
15,0.5760167837142944,1.1228970289230347,1e-04,0.5944475531578064,1.068950891494751
16,0.5857915878295898,1.1010212898254395,1e-04,0.6058872938156128,1.0656169652938843
17,0.593751072883606,1.0825430154800415,1e-04,0.5947265625,1.0761120319366455
18,0.5991970896720886,1.0641382932662964,1e-04,0.6070033311843872,1.0434802770614624
19,0.6074707508087158,1.0428622961044312,1e-04,0.5989118218421936,1.0694146156311035
20,0.6142433285713196,1.0276697874069214,1e-04,0.6166294813156128,1.0157912969589233
21,0.6222028136253357,1.0089890956878662,1e-04,0.6344866156578064,0.9862461686134338
22,0.6264967918395996,0.9947651028633118,1e-04,0.6254185438156128,1.0136569738388062
23,0.6313143372535706,0.9901108145713806,1e-04,0.6044921875,1.0480090379714966
24,0.6349450349807739,0.9737024903297424,1e-04,0.6326729655265808,0.9901087880134583
25,0.6374236345291138,0.9624024033546448,1e-04,0.6298828125,1.004105567932129
26,0.6463257074356079,0.9436128735542297,1e-04,0.642578125,0.9649494290351868
27,0.6512131094932556,0.9293664693832397,1e-04,0.6139788031578064,1.0422031879425049
28,0.6560656428337097,0.9135949015617371,1e-04,0.6376953125,0.9925058484077454
29,0.663641095161438,0.9055597186088562,1e-04,0.6422991156578064,0.962997555732727
30,0.6684238314628601,0.8948305249214172,1e-04,0.6431361436843872,0.947463870048523
31,0.6704835295677185,0.8882939219474792,1e-04,0.6434151530265808,0.9585561156272888
32,0.6766974925994873,0.8656445145606995,1e-04,0.6506696343421936,0.9307196736335754
33,0.6770465970039368,0.8635602593421936,1e-04,0.6410435438156128,0.9611803293228149
34,0.6860185265541077,0.8440119624137878,1e-04,0.6157923936843872,1.0473418235778809
35,0.6873450875282288,0.837003767490387,1e-04,0.6485770344734192,0.9480301141738892
36,0.6943271160125732,0.8210806846618652,1e-04,0.6495535969734192,0.9417891502380371
37,0.6980974078178406,0.8128068447113037,1e-04,0.6540178656578064,0.9448595643043518
38,0.6964566111564636,0.8082345724105835,1e-04,0.6608538031578064,0.9264929890632629
39,0.7071042060852051,0.7874619364738464,1e-04,0.6524832844734192,0.9516198039054871
40,0.7085354924201965,0.7864803671836853,1e-04,0.6530413031578064,0.9504948854446411
41,0.7143306136131287,0.7749824523925781,1e-04,0.6643415093421936,0.931650698184967
42,0.7155524492263794,0.7627755999565125,1e-04,0.6476004719734192,0.9634122252464294
43,0.7210333347320557,0.7535006403923035,1e-04,0.6608538031578064,0.9477178454399109
44,0.7240704894065857,0.7402702569961548,1e-04,0.6669921875,0.939448356628418
45,0.7264094948768616,0.7290579676628113,1e-04,0.6675502061843872,0.9488381743431091
46,0.7339850068092346,0.7209360599517822,1e-04,0.6667131781578064,0.9459862112998962
47,0.7328678369522095,0.7188613414764404,1e-04,0.6654576063156128,0.9367035627365112
48,0.7384883761405945,0.7024449110031128,1e-04,0.6703404188156128,0.9298980832099915
49,0.74578458070755,0.6967259645462036,1e-04,0.6686663031578064,0.9380325078964233
50,0.7481933832168579,0.682414174079895,1e-04,0.6611328125,0.9590282440185547
51,0.7495548725128174,0.6776672601699829,1e-04,0.6643415093421936,0.9475456476211548
52,0.7548961639404297,0.6617261171340942,1e-04,0.6739676594734192,0.9451414942741394
53,0.7604817748069763,0.647470235824585,1e-04,0.6671317219734192,0.9583749175071716
54,0.7627509236335754,0.6460353136062622,1e-04,0.6695033311843872,0.9736967086791992
55,0.7659626603126526,0.6367238759994507,1e-04,0.6766182780265808,0.9545398950576782
56,0.7694187760353088,0.6250166296958923,1e-04,0.6741071343421936,0.9563063979148865
57,0.7726653814315796,0.6174314618110657,1e-04,0.6727120280265808,0.9648046493530273
58,0.7726653814315796,0.6122430562973022,1e-04,0.6739676594734192,0.9684001803398132
59,0.773712694644928,0.6053631901741028,1e-04,0.6637834906578064,0.9901432394981384
60,0.7810786962509155,0.5864723920822144,1e-04,0.6764788031578064,0.9767994284629822
61,0.7805550694465637,0.5914437770843506,1e-04,0.6729910969734192,0.977722704410553
62,0.8028277158737183,0.5321545004844666,2e-05,0.6820591688156128,0.9712739586830139
63,0.811625063419342,0.5129745006561279,2e-05,0.6847098469734192,0.9825933575630188
64,0.8159539103507996,0.5020754933357239,2e-05,0.6848493218421936,0.9951984286308289
65,0.8196194767951965,0.486642986536026,2e-05,0.6799665093421936,1.0185281038284302
66,0.8245068788528442,0.476595014333725,2e-05,0.6841517686843872,1.0158194303512573
67,0.8256938457489014,0.4742276072502136,2e-05,0.6880580186843872,1.018310785293579
68,0.8263221979141235,0.4712606370449066,2e-05,0.6833147406578064,1.027974009513855
69,0.8306161761283875,0.46133875846862793,2e-05,0.6821986436843872,1.0414472818374634
70,0.83134925365448,0.4595947265625,2e-05,0.6834542155265808,1.0379146337509155
71,0.8324314951896667,0.454487144947052,2e-05,0.6856864094734192,1.0338901281356812
72,0.8349799513816833,0.44944068789482117,2e-05,0.6824776530265808,1.0430333614349365
73,0.833234429359436,0.4525979161262512,2e-05,0.6847098469734192,1.0447304248809814
74,0.8403909802436829,0.4321143925189972,4e-06,0.6845703125,1.0492260456085205
75,0.8382964134216309,0.4369427263736725,4e-06,0.6848493218421936,1.0501497983932495
76,0.8420317769050598,0.4310136139392853,4e-06,0.6869419813156128,1.052228569984436
77,0.8413335680961609,0.43789586424827576,4e-06,0.6865234375,1.0476295948028564
78,0.8460115194320679,0.42230138182640076,4e-06,0.6875,1.0567785501480103
79,0.8438121676445007,0.4252437949180603,4e-06,0.6891741156578064,1.057106375694275
80,0.8427997827529907,0.42616894841194153,4e-06,0.6863839030265808,1.0623433589935303
81,0.8450689315795898,0.41689392924308777,4e-06,0.689453125,1.063205599784851
82,0.8457671403884888,0.41884759068489075,4e-06,0.6880580186843872,1.0696624517440796
83,0.8439168930053711,0.42117416858673096,4e-06,0.685546875,1.0651435852050781
84,0.848280668258667,0.4110250174999237,4e-06,0.6866629719734192,1.0658454895019531
85,0.8489788770675659,0.41145792603492737,4e-06,0.6861048936843872,1.0729788541793823
86,0.8498516082763672,0.4100380837917328,4e-06,0.6870814561843872,1.0770589113235474
