epoch,accuracy,loss,lr,val_accuracy,val_loss
87,0.8502705693244934,0.4077381193637848,4e-06,0.6863839030265808,1.0785599946975708
88,0.8453831672668457,0.42023953795433044,8e-07,0.685546875,1.0770310163497925
89,0.8504800200462341,0.4055204689502716,8e-07,0.6852678656578064,1.0767878293991089
90,0.8494676351547241,0.41281843185424805,8e-07,0.6856864094734192,1.0788025856018066
91,0.8469541072845459,0.40972232818603516,8e-07,0.6849888563156128,1.0780278444290161
92,0.8485250473022461,0.4161018431186676,8e-07,0.6844307780265808,1.07856023311615
93,0.8498516082763672,0.411377489566803,8e-07,0.6845703125,1.077895164489746
94,0.8515971302986145,0.4074907600879669,1.6e-07,0.6845703125,1.077035665512085
95,0.8538662791252136,0.40415138006210327,1.6e-07,0.6851283311843872,1.0789587497711182
96,0.8498167395591736,0.4115718901157379,1.6e-07,0.6859654188156128,1.0784707069396973
97,0.8480712175369263,0.41060665249824524,1.6e-07,0.6862444281578064,1.078339695930481
98,0.8488392233848572,0.4161425232887268,1.6e-07,0.685546875,1.0769041776657104
99,0.8497468829154968,0.4085613489151001,1.6e-07,0.6845703125,1.0790209770202637
100,0.8508989214897156,0.40583786368370056,3.2e-08,0.6865234375,1.0788135528564453
101,0.8490138053894043,0.4125974476337433,3.2e-08,0.6851283311843872,1.0776550769805908
102,0.849223256111145,0.4086953103542328,3.2e-08,0.6852678656578064,1.0756489038467407
103,0.848280668258667,0.40715235471725464,3.2e-08,0.6851283311843872,1.0817315578460693
104,0.8513876795768738,0.40650084614753723,3.2e-08,0.6852678656578064,1.0799753665924072
105,0.850165843963623,0.40765243768692017,3.2e-08,0.685546875,1.077898621559143
106,0.8505498170852661,0.4061649441719055,6.3999996e-09,0.6866629719734192,1.0752861499786377
107,0.8477919101715088,0.41150176525115967,6.3999996e-09,0.6842913031578064,1.0787688493728638
108,0.8468144536018372,0.4126529097557068,6.3999996e-09,0.6849888563156128,1.0738933086395264
109,0.8493279814720154,0.40854254364967346,6.3999996e-09,0.6840122938156128,1.0784366130828857
110,0.8462209701538086,0.41743212938308716,6.3999996e-09,0.6859654188156128,1.0770560503005981
111,0.849921464920044,0.4063057005405426,6.3999996e-09,0.6856864094734192,1.077000379562378
112,0.8507243990898132,0.4067511558532715,1.2799999e-09,0.6854073405265808,1.0757790803909302
113,0.8495723605155945,0.41190487146377563,1.2799999e-09,0.6859654188156128,1.0771772861480713
114,0.8488741517066956,0.41499948501586914,1.2799999e-09,0.6845703125,1.0763819217681885
115,0.8506894707679749,0.40838879346847534,1.2799999e-09,0.6852678656578064,1.0802007913589478
116,0.8528189659118652,0.40184786915779114,1.2799999e-09,0.6858258843421936,1.0774298906326294
117,0.8517367839813232,0.4043309986591339,1.2799999e-09,0.6866629719734192,1.077575922012329
118,0.8510735034942627,0.40984731912612915,2.5599997e-10,0.6849888563156128,1.0779306888580322
119,0.8503403663635254,0.40856051445007324,2.5599997e-10,0.6858258843421936,1.0769784450531006
120,0.8493279814720154,0.4109651446342468,2.5599997e-10,0.6848493218421936,1.078999400138855
121,0.8485599756240845,0.40918174386024475,2.5599997e-10,0.6842913031578064,1.0812634229660034
122,0.8475824594497681,0.4143889546394348,2.5599997e-10,0.6849888563156128,1.0792533159255981
123,0.8513178825378418,0.407767117023468,2.5599997e-10,0.6868024468421936,1.0786300897598267
124,0.8496421575546265,0.4113023579120636,5.1199996e-11,0.6841517686843872,1.0812009572982788
125,0.8490836024284363,0.41494128108024597,5.1199996e-11,0.6856864094734192,1.0777175426483154
126,0.8498516082763672,0.409106582403183,5.1199996e-11,0.6858258843421936,1.0784074068069458
127,0.8490138053894043,0.40661635994911194,5.1199996e-11,0.685546875,1.0777161121368408
128,0.8504450917243958,0.41491129994392395,5.1199996e-11,0.6862444281578064,1.0787547826766968
129,0.8516320586204529,0.40853026509284973,5.1199996e-11,0.6862444281578064,1.077644944190979
130,0.8510036468505859,0.40399014949798584,1.0239999e-11,0.6862444281578064,1.0804307460784912
131,0.850165843963623,0.40850478410720825,1.0239999e-11,0.6859654188156128,1.0775960683822632
132,0.8517717123031616,0.4069710373878479,1.0239999e-11,0.6847098469734192,1.079110860824585
133,0.8506894707679749,0.40824997425079346,1.0239999e-11,0.6851283311843872,1.0780394077301025
134,0.8490486741065979,0.4116003215312958,1.0239999e-11,0.6851283311843872,1.0772167444229126
135,0.8492581844329834,0.4075906574726105,1.0239999e-11,0.6861048936843872,1.0773625373840332
136,0.8511433005332947,0.4050968885421753,2.0479998e-12,0.6842913031578064,1.0781750679016113
137,0.8457322120666504,0.41844087839126587,2.0479998e-12,0.6852678656578064,1.0767686367034912
138,0.8500261902809143,0.40967583656311035,2.0479998e-12,0.6851283311843872,1.0791646242141724
139,0.8531680703163147,0.40286973118782043,2.0479998e-12,0.6854073405265808,1.0787773132324219
140,0.8508989214897156,0.40969133377075195,2.0479998e-12,0.6854073405265808,1.0776838064193726
141,0.8502705693244934,0.4110698997974396,2.0479998e-12,0.6841517686843872,1.0779459476470947
142,0.8514574766159058,0.40850207209587097,4.0959995e-13,0.6858258843421936,1.0735820531845093
143,0.8467795252799988,0.41567131876945496,4.0959995e-13,0.6847098469734192,1.0770739316940308
144,0.8500261902809143,0.4102783799171448,4.0959995e-13,0.6852678656578064,1.0780189037322998
145,0.8474428057670593,0.4113253355026245,4.0959995e-13,0.6858258843421936,1.0783025026321411
146,0.8480712175369263,0.41506657004356384,4.0959995e-13,0.6849888563156128,1.0772088766098022
147,0.8516669869422913,0.4092610776424408,4.0959995e-13,0.685546875,1.0772515535354614
148,0.8479664921760559,0.4153324365615845,8.191999e-14,0.6844307780265808,1.078298807144165
149,0.8515622019767761,0.407765656709671,8.191999e-14,0.685546875,1.078264832496643
